date,home_team,Home Team Goals,away_team,Away Team Goals,Home Team Initials,Away Team Initials
2011-09-06,North Macedonia,1,Andorra,0,MKD,AND
2011-09-06,Malta,1,Georgia,1,MLT,GEO
2011-09-06,Moldova,0,Hungary,2,MDA,HUN
2011-09-06,Nicaragua,1,Panama,2,NCA,PAN
2011-09-06,Poland,2,Germany,2,POL,GER
2011-09-06,Puerto Rico,0,Canada,3,PUR,CAN
2011-09-06,Romania,0,France,0,ROU,FRA
2011-09-06,Russia,0,Republic of Ireland,0,RUS,IRL
2011-09-06,San Marino,0,Sweden,5,SMR,SWE
2011-09-06,Saudi Arabia,1,Australia,3,KSA,AUS
2011-09-06,Scotland,1,Lithuania,0,SCO,LTU
2011-09-06,Serbia,3,Faroe Islands,1,SRB,FRO
2011-09-06,Singapore,0,Iraq,2,SGP,IRQ
2011-09-06,Slovakia,0,Armenia,4,SVK,ARM
2011-09-06,Spain,6,Liechtenstein,0,ESP,LIE
2011-09-06,Switzerland,3,Bulgaria,1,SUI,BUL
2011-09-06,Thailand,3,Oman,0,THA,OMA
2011-09-06,Uzbekistan,1,Japan,1,UZB,JPN
2011-09-06,Venezuela,2,Guinea,1,VEN,GUI
2011-09-07,Equatorial Guinea,3,Central African Republic,0,EQG,CTA
2011-09-07,New Caledonia,3,Tahiti,1,NCL,TAH
2011-09-07,Solomon Islands,2,Fiji,1,SOL,FIJ
2011-09-09,New Caledonia,2,Solomon Islands,0,NCL,SOL
2011-09-09,Tahiti,2,Fiji,1,TAH,FIJ
2011-09-14,Argentina,0,Brazil,0,ARG,BRA
2011-09-23,Suriname,2,Curaçao,0,SUR,CUW
2011-09-25,Suriname,2,Curaçao,2,SUR,CUW
2011-09-28,Brazil,2,Argentina,0,BRA,ARG
2011-09-30,Hong Kong,3,Philippines,3,HKG,PHI
2011-10-01,Ethiopia,1,Sudan,2,ETH,SDN
2011-10-02,Hong Kong,5,Macau,1,HKG,MAC
2011-10-04,Ethiopia,0,Malawi,0,ETH,MWI
2011-10-04,Philippines,2,Macau,0,PHI,MAC
2011-10-06,Thailand,0,Jordan,0,THA,JOR
2011-10-07,Andorra,0,Republic of Ireland,2,AND,IRL
2011-10-07,Argentina,4,Chile,1,ARG,CHI
2011-10-07,Armenia,4,North Macedonia,1,ARM,MKD
2011-10-07,Australia,5,Malaysia,0,AUS,MAS
2011-10-07,Azerbaijan,1,Austria,4,AZE,AUT
2011-10-07,Barbados,0,Guyana,2,BRB,GUY
2011-10-07,Belgium,4,Kazakhstan,1,BEL,KAZ
2011-10-07,Belize,1,Grenada,4,BLZ,GRN
2011-10-07,Bermuda,2,Trinidad and Tobago,1,BER,TRI
2011-10-07,Bosnia and Herzegovina,5,Luxembourg,0,BIH,LUX
2011-10-07,Cayman Islands,0,Suriname,1,CAY,SUR
2011-10-07,Costa Rica,0,Brazil,1,CRC,BRA
2011-10-07,Curaçao,0,Antigua and Barbuda,1,CUW,ATG
2011-10-07,Cyprus,1,Denmark,4,CYP,DEN
2011-10-07,Czech Republic,0,Spain,2,CZE,ESP
2011-10-07,Dominica,0,Panama,5,DMA,PAN
2011-10-07,Dominican Republic,1,El Salvador,2,DOM,SLV
2011-10-07,Ecuador,2,Venezuela,0,ECU,VEN
2011-10-07,Finland,1,Sweden,2,FIN,SWE
2011-10-07,France,3,Albania,0,FRA,ALB
2011-10-07,Gabon,2,Equatorial Guinea,0,GAB,EQG
2011-10-07,Greece,2,Croatia,0,GRE,CRO
2011-10-07,Indonesia,0,Saudi Arabia,0,IDN,KSA
2011-10-07,Japan,1,Vietnam,0,JPN,VIE
2011-10-07,Latvia,2,Malta,0,LVA,MLT
2011-10-07,Montenegro,2,England,2,MNE,ENG
2011-10-07,Netherlands,1,Moldova,0,NED,MDA
2011-10-07,Northern Ireland,1,Estonia,2,NIR,EST
2011-10-07,Peru,2,Paraguay,0,PER,PAR
2011-10-07,Portugal,5,Iceland,3,POR,ISL
2011-10-07,Romania,2,Belarus,2,ROU,BLR
2011-10-07,Serbia,1,Italy,1,SRB,ITA
2011-10-07,Singapore,2,Philippines,0,SGP,PHI
2011-10-07,Slovakia,0,Russia,1,SVK,RUS
2011-10-07,Turkey,1,Germany,3,TUR,GER
2011-10-07,Ukraine,3,Bulgaria,0,UKR,BUL
2011-10-07,Uruguay,4,Bolivia,2,URU,BOL
2011-10-07,Wales,2,Switzerland,0,WAL,SUI
2011-10-08,Chad,2,Malawi,2,CHA,MWI
2011-10-08,Egypt,3,Niger,0,EGY,NIG
2011-10-08,Ethiopia,4,Madagascar,2,ETH,MAD
2011-10-08,Gambia,1,Burkina Faso,1,GAM,BFA
2011-10-08,Guinea-Bissau,0,Angola,2,GNB,ANG
2011-10-08,Liberia,1,Mali,2,LBR,MLI
2011-10-08,Liechtenstein,0,Scotland,1,LIE,SCO
2011-10-08,Mozambique,3,Comoros,0,MOZ,COM
2011-10-08,Nigeria,2,Guinea,2,NGA,GUI
2011-10-08,South Africa,0,Sierra Leone,0,RSA,SLE
2011-10-08,Sudan,0,Ghana,2,SDN,GHA
2011-10-08,Eswatini,0,Congo,1,SWZ,CGO
2011-10-08,Tunisia,2,Togo,0,TUN,TOG
2011-10-08,Uganda,0,Kenya,0,UGA,KEN
2011-10-08,Zambia,0,Libya,0,ZAM,LBY
2011-10-09,Algeria,2,Central African Republic,0,ALG,CTA
2011-10-09,Benin,0,Rwanda,1,BEN,RWA
2011-10-09,Mauritius,0,Senegal,2,MRI,SEN
2011-10-09,Morocco,3,Tanzania,1,MAR,TAN
2011-10-11,Albania,1,Romania,1,ALB,ROU
2011-10-11,Australia,3,Oman,0,AUS,OMA
2011-10-11,Belarus,0,Poland,2,BLR,POL
2011-10-11,Bermuda,1,Guyana,1,BER,GUY
2011-10-11,Bolivia,1,Colombia,2,BOL,COL
2011-10-11,Bulgaria,0,Wales,1,BUL,WAL
2011-10-11,Canada,0,Puerto Rico,0,CAN,PUR
2011-10-11,Chile,4,Peru,2,CHI,PER
2011-10-11,Croatia,2,Latvia,0,CRO,LVA
2011-10-11,Denmark,2,Portugal,1,DEN,POR
2011-10-11,El Salvador,4,Cayman Islands,0,SLV,CAY
2011-10-11,Equatorial Guinea,1,Cameroon,1,EQG,CMR
2011-10-11,Estonia,0,Ukraine,2,EST,UKR
2011-10-11,France,1,Bosnia and Herzegovina,1,FRA,BIH
2011-10-11,Georgia,1,Greece,2,GEO,GRE
2011-10-11,Germany,3,Belgium,1,GER,BEL
2011-10-11,Ghana,0,Nigeria,0,GHA,NGA
2011-10-11,Guatemala,3,Belize,1,GUA,BLZ
2011-10-11,Haiti,2,Curaçao,2,HAI,CUW
2011-10-11,Honduras,2,Jamaica,1,HON,JAM
2011-10-11,Hungary,0,Finland,0,HUN,FIN
2011-10-11,Indonesia,2,Qatar,3,IDN,QAT
2011-10-11,Republic of Ireland,2,Armenia,1,IRL,ARM
2011-10-11,Italy,3,Northern Ireland,0,ITA,NIR
2011-10-11,Japan,8,Tajikistan,0,JPN,TJK
2011-10-11,Kazakhstan,0,Austria,0,KAZ,AUT
2011-10-11,Lebanon,2,Kuwait,2,LBN,KUW
2011-10-11,Lithuania,1,Czech Republic,4,LTU,CZE
2011-10-11,North Macedonia,1,Slovakia,1,MKD,SVK
2011-10-11,Malta,0,Israel,2,MLT,ISR
2011-10-11,Mexico,1,Brazil,2,MEX,BRA
2011-10-11,Moldova,4,San Marino,0,MDA,SMR
2011-10-11,Norway,3,Cyprus,1,NOR,CYP
2011-10-11,Panama,5,Nicaragua,1,PAN,NCA
2011-10-11,Paraguay,1,Uruguay,1,PAR,URU
2011-10-11,Philippines,4,Nepal,0,PHI,NEP
2011-10-11,Russia,6,Andorra,0,RUS,AND
2011-10-11,Singapore,0,Jordan,3,SGP,JOR
2011-10-11,Slovenia,1,Serbia,0,SVN,SRB
2011-10-11,Spain,3,Scotland,1,ESP,SCO
2011-10-11,Suriname,1,Dominican Republic,3,SUR,DOM
2011-10-11,Sweden,3,Netherlands,2,SWE,NED
2011-10-11,Switzerland,2,Montenegro,0,SUI,MNE
2011-10-11,Thailand,0,Saudi Arabia,0,THA,KSA
2011-10-11,Trinidad and Tobago,4,Barbados,0,TRI,BRB
2011-10-11,Turkey,1,Azerbaijan,0,TUR,AZE
2011-10-11,Venezuela,1,Argentina,0,VEN,ARG
2011-10-31,Namibia,0,Lesotho,0,NAM,LES
2011-11-04,Kuwait,0,Bahrain,1,KUW,BHR
2011-11-04,Qatar,0,Oman,0,QAT,OMA
2011-11-06,Iraq,1,Lebanon,0,IRQ,LBN
2011-11-10,Gabon,0,Brazil,2,GAB,BRA
2011-11-11,Albania,0,Azerbaijan,1,ALB,AZE
2011-11-11,Antigua and Barbuda,1,Haiti,0,ATG,HAI
2011-11-11,Argentina,1,Bolivia,1,ARG,BOL
2011-11-11,Belgium,2,Romania,1,BEL,ROU
2011-11-11,Bermuda,2,Barbados,1,BER,BRB
2011-11-11,Bosnia and Herzegovina,0,Portugal,0,BIH,POR
2011-11-11,Burkina Faso,1,Mali,1,BFA,MLI
2011-11-11,Cameroon,3,Sudan,1,CMR,SDN
2011-11-11,Chad,1,Tanzania,2,CHA,TAN
2011-11-11,Colombia,1,Venezuela,1,COL,VEN
2011-11-11,Comoros,0,Mozambique,1,COM,MOZ
2011-11-11,Cyprus,1,Scotland,2,CYP,SCO
2011-11-11,Czech Republic,2,Montenegro,0,CZE,MNE
2011-11-11,Denmark,2,Sweden,0,DEN,SWE
2011-11-11,Djibouti,0,Namibia,4,DJI,NAM
2011-11-11,Dominican Republic,4,Cayman Islands,0,DOM,CAY
2011-11-11,Equatorial Guinea,2,Madagascar,0,EQG,MAD
2011-11-11,Eritrea,1,Rwanda,1,ERI,RWA
2011-11-11,Estonia,0,Republic of Ireland,4,EST,IRL
2011-11-11,Georgia,2,Moldova,0,GEO,MDA
2011-11-11,Greece,1,Russia,1,GRE,RUS
2011-11-11,Guatemala,3,Grenada,0,GUA,GRN
2011-11-11,Guinea-Bissau,1,Togo,1,GNB,TOG
2011-11-11,Guyana,2,Trinidad and Tobago,1,GUY,TRI
2011-11-11,Hungary,5,Liechtenstein,0,HUN,LIE
2011-11-11,Jordan,2,Singapore,0,JOR,SGP
2011-11-11,Kuwait,0,Lebanon,1,KUW,LBN
2011-11-11,Lesotho,1,Burundi,0,LES,BDI
2011-11-11,Mexico,2,Serbia,0,MEX,SRB
2011-11-11,Morocco,0,Uganda,1,MAR,UGA
2011-11-11,Netherlands,0,Switzerland,0,NED,SUI
2011-11-11,Nicaragua,1,Dominica,0,NCA,DMA
2011-11-11,Oman,1,Australia,0,OMA,AUS
2011-11-11,Panama,2,Costa Rica,0,PAN,CRC
2011-11-11,Paraguay,2,Ecuador,1,PAR,ECU
2011-11-11,Poland,0,Italy,2,POL,ITA
2011-11-11,Qatar,4,Indonesia,0,QAT,IDN
2011-11-11,São Tomé and Príncipe,0,Congo,5,STP,CGO
2011-11-11,Saudi Arabia,3,Thailand,0,KSA,THA
2011-11-11,Seychelles,0,Kenya,3,SEY,KEN
2011-11-11,Suriname,1,El Salvador,3,SUR,SLV
2011-11-11,Tajikistan,0,Japan,4,TJK,JPN
2011-11-11,Turkey,0,Croatia,3,TUR,CRO
2011-11-11,Ukraine,3,Germany,3,UKR,GER
2011-11-11,Uruguay,4,Chile,0,URU,CHI
2011-11-12,Algeria,1,Tunisia,0,ALG,TUN
2011-11-12,England,1,Spain,0,ENG,ESP
2011-11-12,Nigeria,0,Botswana,0,NGA,BOT
2011-11-12,Somalia,0,Ethiopia,0,SOM,ETH
2011-11-12,Wales,4,Norway,1,WAL,NOR
2011-11-13,India,1,Malaysia,1,IND,MAS
2011-11-13,Morocco,1,Cameroon,1,MAR,CMR
2011-11-13,Sudan,0,Uganda,0,SDN,UGA
2011-11-14,Bermuda,2,Barbados,1,BER,BRB
2011-11-14,Brazil,2,Egypt,0,BRA,EGY
2011-11-14,Cayman Islands,1,Dominican Republic,1,CAY,DOM
2011-11-14,Honduras,2,Serbia,0,HON,SRB
2011-11-15,Belarus,1,Libya,1,BLR,LBY
2011-11-15,Burundi,2,Lesotho,2,BDI,LES
2011-11-15,Chile,2,Paraguay,0,CHI,PAR
2011-11-15,Colombia,1,Argentina,2,COL,ARG
2011-11-15,Congo,1,São Tomé and Príncipe,1,CGO,STP
2011-11-15,Costa Rica,2,Spain,2,CRC,ESP
2011-11-15,Croatia,0,Turkey,0,CRO,TUR
2011-11-15,Denmark,2,Finland,1,DEN,FIN
2011-11-15,Ecuador,2,Peru,0,ECU,PER
2011-11-15,El Salvador,4,Suriname,0,SLV,SUR
2011-11-15,England,1,Sweden,0,ENG,SWE
2011-11-15,France,0,Belgium,0,FRA,BEL
2011-11-15,Germany,3,Netherlands,0,GER,NED
2011-11-15,Ghana,2,Gabon,1,GHA,GAB
2011-11-15,Greece,1,Romania,3,GRE,ROU
2011-11-15,Grenada,1,Guatemala,4,GRN,GUA
2011-11-15,Guinea,1,Burkina Faso,1,GUI,BFA
2011-11-15,Haiti,2,Antigua and Barbuda,1,HAI,ATG
2011-11-15,Republic of Ireland,1,Estonia,1,IRL,EST
2011-11-15,Italy,0,Uruguay,1,ITA,URU
2011-11-15,Jordan,1,Iraq,3,JOR,IRQ
2011-11-15,Kenya,4,Seychelles,0,KEN,SEY
2011-11-15,Kuwait,2,United Arab Emirates,1,KUW,UAE
2011-11-15,Luxembourg,0,Switzerland,1,LUX,SUI
2011-11-15,North Macedonia,0,Albania,0,MKD,ALB
2011-11-15,Madagascar,2,Equatorial Guinea,1,MAD,EQG
2011-11-15,Montenegro,0,Czech Republic,1,MNE,CZE
2011-11-15,Mozambique,4,Comoros,1,MOZ,COM
2011-11-15,Namibia,4,Djibouti,0,NAM,DJI
2011-11-15,Niger,1,Botswana,1,NIG,BOT
2011-11-15,Nigeria,2,Zambia,0,NGA,ZAM
2011-11-15,Panama,3,Dominica,0,PAN,DMA
2011-11-15,Poland,2,Hungary,1,POL,HUN
2011-11-15,Portugal,6,Bosnia and Herzegovina,2,POR,BIH
2011-11-15,Qatar,0,Bahrain,0,QAT,BHR
2011-11-15,Rwanda,3,Eritrea,1,RWA,ERI
2011-11-15,Saudi Arabia,0,Oman,0,KSA,OMA
2011-11-15,Tanzania,0,Chad,1,TAN,CHA
2011-11-15,Thailand,0,Australia,1,THA,AUS
2011-11-15,Togo,1,Guinea-Bissau,0,TOG,GNB
2011-11-15,Trinidad and Tobago,2,Guyana,0,TRI,GUY
2011-11-15,Ukraine,2,Austria,1,UKR,AUT
2011-11-15,Uzbekistan,3,Tajikistan,0,UZB,TJK
2011-11-15,Venezuela,1,Bolivia,0,VEN,BOL
2011-11-15,Zimbabwe,2,South Africa,1,ZIM,RSA
2011-11-16,Ethiopia,5,Somalia,0,ETH,SOM
2011-11-16,India,3,Malaysia,2,IND,MAS
2011-11-22,American Samoa,2,Tonga,1,ASA,TGA
2011-11-22,Maldives,3,Seychelles,0,MDV,SEY
2011-11-22,Samoa,3,Cook Islands,2,SAM,COK
2011-11-24,American Samoa,1,Cook Islands,1,ASA,COK
2011-11-24,Maldives,2,Seychelles,1,MDV,SEY
2011-11-24,Samoa,1,Tonga,1,SAM,TGA
2011-11-25,Burundi,4,Somalia,1,BDI,SOM
2011-11-26,Samoa,1,American Samoa,0,SAM,ASA
2011-11-26,Tanzania,0,Rwanda,1,TAN,RWA
2011-11-26,Tonga,2,Cook Islands,1,TGA,COK
2011-11-27,Zimbabwe,2,Djibouti,0,ZIM,DJI
2011-11-28,Kenya,0,Malawi,2,KEN,MWI
2011-11-28,Somalia,0,Uganda,4,SOM,UGA
2011-11-28,Sudan,1,Ethiopia,1,SDN,ETH
2011-11-29,India,0,Zambia,5,IND,ZAM
2011-11-29,Rwanda,2,Zimbabwe,0,RWA,ZIM
2011-11-29,Tanzania,3,Djibouti,0,TAN,DJI
2011-11-30,Ethiopia,0,Kenya,2,ETH,KEN
2011-11-30,Malawi,0,Sudan,0,MWI,SDN
2011-12-01,Burundi,1,Uganda,0,BDI,UGA
2011-12-02,Bangladesh,0,Pakistan,0,BAN,PAK
2011-12-02,Ethiopia,1,Malawi,1,ETH,MWI
2011-12-02,Maldives,1,Nepal,1,MDV,NEP
2011-12-02,Rwanda,5,Djibouti,2,RWA,DJI
2011-12-02,Suriname,0,Aruba,0,SUR,ARU
2011-12-03,India,1,Afghanistan,1,IND,AFG
2011-12-03,Kenya,0,Sudan,1,KEN,SDN
2011-12-03,Sri Lanka,3,Bhutan,0,SRI,BHU
2011-12-03,Tanzania,1,Zimbabwe,2,TAN,ZIM
2011-12-04,Bangladesh,0,Nepal,1,BAN,NEP
2011-12-04,Maldives,0,Pakistan,0,MDV,PAK
2011-12-04,Suriname,2,Curaçao,0,SUR,CUW
2011-12-05,Burundi,0,Sudan,2,BDI,SDN
2011-12-05,India,5,Bhutan,0,IND,BHU
2011-12-05,Sri Lanka,1,Afghanistan,3,SRI,AFG
2011-12-06,Bahrain,0,Palestine,1,BHR,PLE
2011-12-06,Maldives,3,Bangladesh,1,MDV,BAN
2011-12-06,Pakistan,1,Nepal,1,PAK,NEP
2011-12-06,Tanzania,1,Malawi,0,TAN,MWI
2011-12-06,Uganda,1,Zimbabwe,0,UGA,ZIM
2011-12-07,Bhutan,1,Afghanistan,8,BHU,AFG
2011-12-07,India,3,Sri Lanka,0,IND,SRI
2011-12-08,Sudan,1,Rwanda,2,SDN,RWA
2011-12-08,Tanzania,1,Uganda,3,TAN,UGA
2011-12-09,Afghanistan,1,Nepal,0,AFG,NEP
2011-12-09,India,3,Maldives,1,IND,MDV
2011-12-10,Rwanda,2,Uganda,2,RWA,UGA
2011-12-10,Tanzania,0,Sudan,1,TAN,SDN
2011-12-11,Cuba,1,Costa Rica,1,CUB,CRC
2011-12-11,India,4,Afghanistan,0,IND,AFG
2011-12-14,Angola,1,Cameroon,1,ANG,CMR
2011-12-18,Angola,1,Zambia,0,ANG,ZAM
2011-12-21,Chile,3,Paraguay,2,CHI,PAR
2011-12-22,Angola,0,Namibia,0,ANG,NAM
2011-12-22,Venezuela,0,Costa Rica,2,VEN,CRC
2012-01-06,Equatorial Guinea,0,South Africa,0,EQG,RSA
2012-01-07,Botswana,0,Zimbabwe,0,BOT,ZIM
2012-01-09,Gabon,0,Burkina Faso,0,GAB,BFA
2012-01-09,Tunisia,3,Sudan,0,TUN,SDN
2012-01-11,Nigeria,0,Angola,0,NGA,ANG
2012-01-12,Senegal,1,Sudan,0,SEN,SDN
2012-01-14,Angola,3,Sierra Leone,1,ANG,SLE
2012-01-14,Zambia,0,Namibia,0,ZAM,NAM
2012-01-15,São Tomé and Príncipe,1,Lesotho,0,STP,LES
2012-01-16,Gabon,0,Sudan,0,GAB,SDN
2012-01-17,Kuwait,1,Uzbekistan,0,KUW,UZB
2012-01-18,Bahrain,0,Sweden,2,BHR,SWE
2012-01-18,Thailand,0,Norway,1,THA,NOR
2012-01-21,Equatorial Guinea,1,Libya,0,EQG,LBY
2012-01-21,Senegal,1,Zambia,2,SEN,ZAM
2012-01-22,Burkina Faso,1,Angola,2,BFA,ANG
2012-01-22,Lebanon,1,Iraq,0,LBN,IRQ
2012-01-22,Lesotho,0,São Tomé and Príncipe,0,LES,STP
2012-01-22,Trinidad and Tobago,2,Finland,3,TRI,FIN
2012-01-23,Gabon,2,Niger,0,GAB,NIG
2012-01-23,Morocco,1,Tunisia,2,MAR,TUN
2012-01-24,Ghana,1,Botswana,0,GHA,BOT
2012-01-24,Mali,1,Guinea,0,MLI,GUI
2012-01-25,Equatorial Guinea,2,Senegal,1,EQG,SEN
2012-01-25,Libya,2,Zambia,2,LBY,ZAM
2012-01-25,Mexico,3,Venezuela,1,MEX,VEN
2012-01-26,Sudan,2,Angola,2,SDN,ANG
2012-01-27,Gabon,3,Morocco,2,GAB,MAR
2012-01-27,Niger,1,Tunisia,2,NIG,TUN
2012-01-27,Romania,4,Turkmenistan,0,ROU,TKM
2012-01-28,Botswana,1,Guinea,6,BOT,GUI
2012-01-28,Ghana,2,Mali,0,GHA,MLI
2012-01-29,Equatorial Guinea,0,Zambia,1,EQG,ZAM
2012-01-29,Libya,2,Senegal,1,LBY,SEN
2012-01-29,United Arab Emirates,1,Uzbekistan,0,UAE,UZB
2012-01-30,Sudan,2,Burkina Faso,1,SDN,BFA
2012-01-31,Gabon,1,Tunisia,0,GAB,TUN
2012-01-31,Niger,0,Morocco,1,NIG,MAR
2012-02-01,Botswana,1,Mali,2,BOT,MLI
2012-02-01,Ghana,1,Guinea,1,GHA,GUI
2012-02-04,Zambia,3,Sudan,0,ZAM,SDN
2012-02-05,Gabon,1,Mali,1,GAB,MLI
2012-02-05,Ghana,2,Tunisia,1,GHA,TUN
2012-02-08,Zambia,1,Ghana,0,ZAM,GHA
2012-02-11,Ghana,0,Mali,2,GHA,MLI
2012-02-15,Liberia,0,Nigeria,2,LBR,NGA
2012-02-15,Paraguay,2,Chile,0,PAR,CHI
2012-02-22,Grenada,1,Guyana,2,GRN,GUY
2012-02-22,Jamaica,1,Cuba,0,JAM,CUB
2012-02-22,Paraguay,2,Guatemala,1,PAR,GUA
2012-02-23,Oman,5,India,1,OMA,IND
2012-02-24,Jamaica,3,Cuba,0,JAM,CUB
2012-02-24,Japan,3,Iceland,1,JPN,ISL
2012-02-24,Nicaragua,1,Puerto Rico,0,NCA,PUR
2012-02-24,Singapore,2,Azerbaijan,2,SGP,AZE
2012-02-24,Thailand,3,Maldives,0,THA,MDV
2012-02-24,United Arab Emirates,3,Palestine,0,UAE,PLE
2012-02-26,Nicaragua,4,Puerto Rico,1,NCA,PUR
2012-02-27,Egypt,5,Kenya,0,EGY,KEN
2012-02-27,India,0,Azerbaijan,3,IND,AZE
2012-02-28,Armenia,0,Serbia,2,ARM,SRB
2012-02-28,Bosnia and Herzegovina,1,Brazil,2,BIH,BRA
2012-02-29,Antigua and Barbuda,0,Trinidad and Tobago,4,ATG,TRI
2012-02-29,Armenia,3,Canada,1,ARM,CAN
2012-02-29,Australia,4,Saudi Arabia,2,AUS,KSA
2012-02-29,Austria,3,Finland,1,AUT,FIN
2012-02-29,Bahrain,10,Indonesia,0,BHR,IDN
2012-02-29,Bolivia,1,Cuba,0,BOL,CUB
2012-02-29,Burundi,2,Zimbabwe,1,BDI,ZIM
2012-02-29,Chad,3,Malawi,2,CHA,MWI
2012-02-29,Chile,1,Ghana,1,CHI,GHA
2012-02-29,Congo,3,Uganda,1,CGO,UGA
2012-02-29,Croatia,1,Sweden,3,CRO,SWE
2012-02-29,Cyprus,0,Serbia,0,CYP,SRB
2012-02-29,Denmark,0,Russia,2,DEN,RUS
2012-02-29,Ecuador,2,Honduras,0,ECU,HON
2012-02-29,Egypt,1,Niger,0,EGY,NIG
2012-02-29,El Salvador,0,Estonia,2,SLV,EST
2012-02-29,England,2,Netherlands,3,ENG,NED
2012-02-29,Ethiopia,0,Benin,0,ETH,BEN
2012-02-29,Gambia,1,Algeria,2,GAM,ALG
2012-02-29,Georgia,2,Albania,1,GEO,ALB
2012-02-29,Germany,1,France,2,GER,FRA
2012-02-29,Greece,1,Belgium,1,GRE,BEL
2012-02-29,Guinea-Bissau,0,Cameroon,1,GNB,CMR
2012-02-29,Guyana,0,Guatemala,2,GUY,GUA
2012-02-29,Hong Kong,5,Chinese Taipei,1,HKG,TPE
2012-02-29,Hungary,1,Bulgaria,1,HUN,BUL
2012-02-29,Iraq,7,Singapore,1,IRQ,SGP
2012-02-29,Republic of Ireland,1,Czech Republic,1,IRL,CZE
2012-02-29,Israel,2,Ukraine,3,ISR,UKR
2012-02-29,Japan,0,Uzbekistan,1,JPN,UZB
2012-02-29,Kenya,2,Togo,1,KEN,TOG
2012-02-29,Latvia,0,Kazakhstan,0,LVA,KAZ
2012-02-29,Liberia,1,Namibia,0,LBR,NAM
2012-02-29,Luxembourg,2,North Macedonia,1,LUX,MKD
2012-02-29,Malta,2,Liechtenstein,1,MLT,LIE
2012-02-29,Mexico,0,Colombia,2,MEX,COL
2012-02-29,Moldova,0,Belarus,0,MDA,BLR
2012-02-29,Montenegro,2,Iceland,1,MNE,ISL
2012-02-29,Morocco,2,Burkina Faso,0,MAR,BFA
2012-02-29,New Zealand,2,Jamaica,3,NZL,JAM
2012-02-29,Northern Ireland,0,Norway,3,NIR,NOR
2012-02-29,Oman,2,Thailand,0,OMA,THA
2012-02-29,Palestine,2,Azerbaijan,0,PLE,AZE
2012-02-29,Paraguay,1,Panama,0,PAR,PAN
2012-02-29,Philippines,1,Malaysia,1,PHI,MAS
2012-02-29,Poland,0,Portugal,0,POL,POR
2012-02-29,Romania,1,Uruguay,1,ROU,URU
2012-02-29,Rwanda,0,Nigeria,0,RWA,NGA
2012-02-29,São Tomé and Príncipe,2,Sierra Leone,1,STP,SLE
2012-02-29,Slovenia,1,Scotland,1,SVN,SCO
2012-02-29,South Africa,0,Senegal,0,RSA,SEN
2012-02-29,Spain,5,Venezuela,0,ESP,VEN
2012-02-29,Switzerland,1,Argentina,3,SUI,ARG
2012-02-29,Tanzania,1,Mozambique,1,TAN,MOZ
2012-02-29,Tunisia,1,Peru,1,TUN,PER
2012-02-29,Turkey,1,Slovakia,2,TUR,SVK
2012-02-29,United Arab Emirates,4,Lebanon,2,UAE,LBN
2012-02-29,Wales,0,Costa Rica,1,WAL,CRC
2012-03-08,Nepal,0,Palestine,2,NEP,PLE
2012-03-08,Turkmenistan,3,Maldives,1,TKM,MDV
2012-03-09,India,0,Tajikistan,2,IND,TJK
2012-03-10,Nepal,0,Maldives,1,NEP,MDV
2012-03-10,Palestine,0,Turkmenistan,0,PLE,TKM
2012-03-11,Philippines,2,India,0,PHI,IND
2012-03-12,Maldives,0,Palestine,2,MDV,PLE
2012-03-12,Nepal,0,Turkmenistan,3,NEP,TKM
2012-03-13,Tajikistan,1,Philippines,2,TJK,PHI
2012-03-16,Turkmenistan,2,Philippines,1,TKM,PHI
2012-03-19,Philippines,4,Palestine,3,PHI,PLE
2012-03-21,Chile,3,Peru,1,CHI,PER
2012-03-21,Jamaica,0,Costa Rica,0,JAM,CRC
2012-03-29,Egypt,2,Uganda,1,EGY,UGA
2012-03-31,Egypt,4,Chad,0,EGY,CHA
2012-04-11,Costa Rica,1,Honduras,1,CRC,HON
2012-04-11,Peru,0,Chile,3,PER,CHI
2012-04-12,Egypt,3,Nigeria,2,EGY,NGA
2012-04-15,Egypt,3,Mauritania,0,EGY,MTN
2012-04-17,Egypt,0,Iraq,0,EGY,IRQ
2012-04-25,Guatemala,0,Paraguay,1,GUA,PAR
2012-04-28,Malaysia,6,Sri Lanka,0,MAS,SRI
2012-05-11,Lebanon,1,Egypt,4,LBN,EGY
2012-05-16,Angola,0,Zambia,0,ANG,ZAM
2012-05-18,Jamaica,1,Guyana,0,JAM,GUY
2012-05-18,Lebanon,1,Jordan,2,LBN,JOR
2012-05-20,Egypt,2,Cameroon,1,EGY,CMR
2012-05-20,Panama,2,Guyana,0,PAN,GUY
2012-05-22,Albania,2,Qatar,1,ALB,QAT
2012-05-22,Egypt,3,Togo,0,EGY,TOG
2012-05-22,Latvia,0,Poland,1,LVA,POL
2012-05-23,Botswana,3,Lesotho,0,BOT,LES
2012-05-23,El Salvador,2,New Zealand,2,SLV,NZL
2012-05-23,Iraq,1,Sierra Leone,0,IRQ,SLE
2012-05-23,Japan,2,Azerbaijan,0,JPN,AZE
2012-05-23,Libya,2,Rwanda,0,LBY,RWA
2012-05-23,Peru,1,Nigeria,0,PER,NGA
2012-05-23,Venezuela,4,Moldova,0,VEN,MDA
2012-05-24,Georgia,1,Turkey,3,GEO,TUR
2012-05-25,Belgium,2,Montenegro,2,BEL,MNE
2012-05-25,Costa Rica,3,Guatemala,2,CRC,GUA
